Geneid	SRR031708_aligned.sam	SRR031709_aligned.sam	SRR031718_aligned.sam	SRR031719_aligned.sam
FBgn0260972	206	149	149	91
FBgn0260985	282	214	214	116
FBgn0260986	109	76	76	44
FBgn0260987	293	178	178	186
FBgn0260990	1085	744	744	378
FBgn0260991	621	415	415	221
FBgn0260995	3	3	3	3
FBgn0260996	1	0	0	0
FBgn0260997	0	0	0	1
FBgn0261004	375	289	289	194
FBgn0261006	0	0	0	0
FBgn0261015	36	32	32	6
FBgn0261016	9	11	11	6
FBgn0261019	0	0	0	0
FBgn0261020	219	166	166	184
FBgn0261041	415	285	285	144
FBgn0261046	0	0	0	0
FBgn0261049	73	48	48	41
FBgn0261053	14	23	23	17
FBgn0261054	0	0	0	0
FBgn0261055	0	0	0	0
FBgn0261057	0	0	0	0
FBgn0261058	0	3	3	1
FBgn0261059	0	1	1	0
FBgn0261060	0	0	0	0
FBgn0261061	0	0	0	0
FBgn0261064	183	151	151	68
FBgn0261065	159	107	107	86
FBgn0261067	62	47	47	25
FBgn0261068	95	64	64	60
FBgn0261085	1	2	2	0
FBgn0261086	2	0	0	3
FBgn0261089	11	5	5	3
FBgn0261090	4	3	3	3
FBgn0261108	193	130	130	82
FBgn0261109	57	36	36	56
FBgn0261111	39	31	31	23
FBgn0261112	92	60	60	26
FBgn0261113	3699	2710	2710	1787
FBgn0261119	298	228	228	129
FBgn0261238	164	113	113	129
FBgn0261239	159	134	134	96
FBgn0261243	943	673	673	410
FBgn0261244	335	196	196	194
FBgn0261245	4	6	6	1
FBgn0261258	540	321	321	371
FBgn0261260	1349	935	935	771
FBgn0261261	309	228	228	134
FBgn0261262	0	0	0	1
FBgn0261266	29	21	21	12
FBgn0261267	0	0	0	0
FBgn0261268	642	465	465	330
FBgn0261269	60	41	41	52
FBgn0261270	485	367	367	188
FBgn0261274	279	174	174	122
FBgn0261276	697	458	458	358
FBgn0261277	2	1	1	0
FBgn0261278	236	162	162	179
FBgn0261279	226	144	144	118
FBgn0261283	3940	2745	2745	1447
FBgn0261284	5	4	4	11
FBgn0261285	106	85	85	44
FBgn0261286	241	179	179	112
FBgn0261287	2	1	1	1
FBgn0261289	0	0	0	0
FBgn0261290	0	0	0	0
FBgn0261291	0	0	0	0
FBgn0261292	0	0	0	0
FBgn0261293	0	0	0	0
FBgn0261294	0	0	0	0
FBgn0261341	2	1	1	1
FBgn0261349	8	3	3	3
FBgn0261353	0	0	0	0
FBgn0261356	0	0	0	1
FBgn0261357	0	0	0	0
FBgn0261358	0	0	0	0
FBgn0261360	0	0	0	0
FBgn0261361	0	3	3	3
FBgn0261363	144	111	111	53
FBgn0261373	16	16	16	8
FBgn0261380	98	85	85	51
FBgn0261381	0	0	0	0
FBgn0261385	1014	748	748	425
FBgn0261386	0	0	0	0
FBgn0261387	259	186	186	199
FBgn0261393	2	4	4	1
FBgn0261394	369	259	259	181
FBgn0261395	0	0	0	0
FBgn0261396	491	368	368	232
FBgn0261397	468	298	298	250
FBgn0261399	0	0	0	0
FBgn0261401	0	0	0	0
FBgn0261402	1	0	0	0
FBgn0261403	444	333	333	395
FBgn0261429	0	2	2	2
FBgn0261434	0	0	0	0
FBgn0261436	177	125	125	78
FBgn0261437	49	29	29	37
FBgn0261439	585	422	422	247
FBgn0261444	151	100	100	88
FBgn0261445	1736	1211	1211	666
FBgn0261446	0	0	0	1
FBgn0261452	0	0	0	0
FBgn0261453	0	0	0	0
FBgn0261454	0	0	0	0
FBgn0261455	0	0	0	0
FBgn0261456	190	120	120	102
FBgn0261458	1467	1099	1099	606
FBgn0261461	587	431	431	197
FBgn0261477	337	226	226	151
FBgn0261479	88	77	77	37
FBgn0261501	0	0	0	0
FBgn0261502	0	0	0	0
FBgn0261503	0	0	0	0
FBgn0261504	11	4	4	7
FBgn0261505	1	2	2	1
FBgn0261506	0	0	0	0
FBgn0261507	0	1	1	0
FBgn0261508	0	0	0	1
FBgn0261509	5	3	3	2
FBgn0261514	1	1	1	0
FBgn0261522	0	0	0	0
FBgn0261523	0	0	0	0
FBgn0261524	450	307	307	216
FBgn0261526	0	0	0	0
FBgn0261529	1	0	0	0
FBgn0261530	126	75	75	78
FBgn0261531	0	0	0	0
FBgn0261532	244	188	188	108
FBgn0261534	0	0	0	0
FBgn0261535	155	114	114	60
FBgn0261536	0	0	0	0
FBgn0261537	0	0	0	0
FBgn0261538	0	0	0	0
FBgn0261545	528	358	358	207
FBgn0261547	173	126	126	62
FBgn0261549	168	154	154	103
FBgn0261550	2585	1810	1810	1010
FBgn0261552	2799	1902	1902	453
FBgn0261553	318	229	229	119
FBgn0261554	234	197	197	119
FBgn0261555	17	20	20	15
FBgn0261556	766	511	511	363
FBgn0261560	574	430	430	121
FBgn0261561	18	15	15	12
FBgn0261562	91	51	51	36
FBgn0261563	375	244	244	275
FBgn0261564	294	213	213	127
FBgn0261565	141	83	83	80
FBgn0261566	0	0	0	0
FBgn0261567	0	0	0	0
FBgn0261568	0	0	0	0
FBgn0261570	760	577	577	421
FBgn0261571	0	0	0	0
FBgn0261573	527	359	359	265
FBgn0261574	1237	860	860	817
FBgn0261575	0	1	1	0
FBgn0261580	0	0	0	0
FBgn0261581	0	0	0	0
FBgn0261582	0	0	0	0
FBgn0261583	0	0	0	0
FBgn0261584	62	37	37	10
FBgn0261586	0	0	0	0
FBgn0261587	0	0	0	0
FBgn0261588	2	5	5	2
FBgn0261592	11428	8081	8081	3673
FBgn0261596	5721	4226	4226	1148
FBgn0261597	10116	7189	7189	3021
FBgn0261599	8465	5736	5736	3264
FBgn0261602	11448	8592	8592	3211
FBgn0261608	4476	3126	3126	1927
FBgn0261609	943	687	687	362
FBgn0261610	75	59	59	33
FBgn0261611	0	0	0	0
FBgn0261612	0	0	0	0
FBgn0261614	0	0	0	0
FBgn0261615	0	0	0	0
FBgn0261616	1	1	1	0
FBgn0261617	2050	1534	1534	788
FBgn0261618	2620	1941	1941	988
FBgn0261624	0	0	0	0
FBgn0261625	311	235	235	173
FBgn0261627	0	0	0	0
FBgn0261628	2	2	2	0
FBgn0261630	0	0	0	0
FBgn0261631	0	0	0	0
FBgn0261632	0	0	0	0
FBgn0261633	0	0	0	0
FBgn0261634	0	0	0	1
FBgn0261635	0	0	0	0
FBgn0261636	3	2	2	4
FBgn0261638	0	0	0	0
FBgn0261639	0	0	0	0
FBgn0261640	0	0	0	0
FBgn0261641	508	375	375	188
FBgn0261647	266	196	196	98
FBgn0261648	0	0	0	0
FBgn0261649	5	3	3	10
FBgn0261671	1200	918	918	595
FBgn0261673	4	1	1	19
FBgn0261674	172	117	117	64
FBgn0261675	0	0	0	0
FBgn0261679	0	0	0	0
FBgn0261680	0	0	0	0
FBgn0261681	1	0	0	0
FBgn0261682	0	0	0	0
FBgn0261683	0	0	0	0
FBgn0261686	0	0	0	0
FBgn0261697	0	0	0	0
FBgn0261698	0	0	0	0
FBgn0261700	0	0	0	1
FBgn0261702	0	0	0	0
FBgn0261703	272	162	162	150
FBgn0261704	0	0	0	0
FBgn0261705	0	0	0	0
FBgn0261706	0	0	0	0
FBgn0261707	0	0	0	0
FBgn0261709	3	1	1	1
FBgn0261710	3055	2286	2286	1198
FBgn0261714	0	0	0	0
FBgn0261722	188	131	131	142
FBgn0261723	0	0	0	0
FBgn0261786	176	98	98	56
FBgn0261787	520	403	403	237
FBgn0261788	6	5	5	0
FBgn0261789	257	186	186	122
FBgn0261790	160	128	128	102
FBgn0261791	219	155	155	100
FBgn0261792	119	88	88	40
FBgn0261793	694	400	400	375
FBgn0261794	1130	793	793	460
FBgn0261797	1769	1255	1255	993
FBgn0261799	1	2	2	1
FBgn0261800	12521	8494	8494	3598
FBgn0261801	0	0	0	0
FBgn0261802	946	607	607	396
FBgn0261803	0	0	0	0
FBgn0261804	1	1	1	0
FBgn0261805	0	2	2	0
FBgn0261806	0	0	0	0
FBgn0261807	0	0	0	0
FBgn0261808	145	118	118	49
FBgn0261811	961	677	677	600
FBgn0261813	0	0	0	0
FBgn0261814	0	0	0	0
FBgn0261816	0	0	0	0
FBgn0261817	0	0	0	0
FBgn0261822	2111	1491	1491	1237
FBgn0261823	498	366	366	222
FBgn0261830	0	0	0	1
FBgn0261831	1	1	1	0
FBgn0261832	1	0	0	0
FBgn0261833	0	0	0	0
FBgn0261834	0	0	0	0
FBgn0261835	2	0	0	1
FBgn0261836	7648	5191	5191	2532
FBgn0261837	0	0	0	0
FBgn0261838	0	0	0	0
FBgn0261839	0	0	0	0
FBgn0261840	0	0	0	0
FBgn0261841	0	0	0	0
FBgn0261842	0	0	0	0
FBgn0261843	0	0	0	0
FBgn0261844	0	0	0	0
FBgn0261845	0	0	0	0
FBgn0261847	0	0	0	0
FBgn0261848	1	1	1	0
FBgn0261849	0	0	0	0
FBgn0261850	118	68	68	73
FBgn0261853	0	0	0	0
FBgn0261854	347	234	234	186
FBgn0261856	0	0	0	0
FBgn0261857	0	0	0	0
FBgn0261858	1	0	0	0
FBgn0261859	298	204	204	129
FBgn0261860	0	0	0	0
FBgn0261861	0	0	0	0
FBgn0261862	243	194	194	100
FBgn0261871	0	0	0	0
FBgn0261872	316	234	234	137
FBgn0261873	473	343	343	214
FBgn0261881	48	37	37	22
FBgn0261885	2771	2088	2088	1109
FBgn0261924	0	0	0	0
FBgn0261925	0	0	0	0
FBgn0261927	0	0	0	0
FBgn0261928	1	2	2	0
FBgn0261929	0	1	1	0
FBgn0261930	0	0	0	0
FBgn0261931	252	203	203	164
FBgn0261932	0	0	0	0
FBgn0261933	167	104	104	68
FBgn0261934	1101	791	791	416
FBgn0261938	238	174	174	123
FBgn0261952	0	0	0	0
FBgn0261953	0	0	0	0
FBgn0261954	1147	772	772	460
FBgn0261955	858	647	647	311
FBgn0261963	0	0	0	0
FBgn0261973	0	0	0	0
FBgn0261974	0	0	0	0
FBgn0261975	660	426	426	229
FBgn0261976	34	25	25	19
FBgn0261983	305	205	205	127
FBgn0261984	487	310	310	213
FBgn0261985	446	295	295	229
FBgn0261986	152	72	72	51
FBgn0261987	0	1	1	0
FBgn0261988	449	291	291	217
FBgn0261989	3	0	0	6
FBgn0261990	0	1	1	0
FBgn0261991	0	0	0	0
FBgn0261992	0	0	0	0
FBgn0261993	0	0	0	0
FBgn0261994	0	0	0	0
FBgn0261995	164	113	113	75
FBgn0261996	0	0	0	0
FBgn0261997	0	0	0	0
FBgn0261998	1	0	0	2
FBgn0261999	3	3	3	4
FBgn0262000	1	0	0	0
FBgn0262001	0	0	0	0
FBgn0262002	1	1	1	0
FBgn0262003	0	0	0	0
FBgn0262004	0	0	0	0
FBgn0262005	0	0	0	0
FBgn0262006	0	0	0	0
FBgn0262007	6	4	4	1
FBgn0262008	0	0	0	0
FBgn0262009	0	0	0	1
FBgn0262010	0	0	0	0
FBgn0262017	0	0	0	0
FBgn0262018	0	0	0	0
FBgn0262020	3	0	0	2
FBgn0262021	0	0	0	0
FBgn0262022	0	1	1	0
FBgn0262023	0	0	0	0
FBgn0262024	0	0	0	0
FBgn0262025	0	0	0	0
FBgn0262026	0	0	0	0
FBgn0262027	0	0	0	0
FBgn0262028	45	20	20	16
FBgn0262029	2	1	1	0
FBgn0262030	0	0	0	0
FBgn0262031	0	0	0	0
FBgn0262033	0	0	0	0
FBgn0262035	130	94	94	44
FBgn0262036	0	0	0	0
FBgn0262057	256	175	175	63
FBgn0262081	1443	939	939	994
FBgn0262097	0	0	0	0
FBgn0262098	0	0	0	0
FBgn0262099	0	0	0	0
FBgn0262100	0	0	0	0
FBgn0262101	7	13	13	6
FBgn0262102	0	0	0	0
FBgn0262103	396	310	310	139
FBgn0262104	4	1	1	1
FBgn0262105	0	0	0	0
FBgn0262106	0	0	0	0
FBgn0262107	0	0	0	0
FBgn0262108	11	7	7	5
FBgn0262109	5067	3478	3478	2700
FBgn0262111	4	4	4	1
FBgn0262112	4	1	1	1
FBgn0262114	773	535	535	287
FBgn0262115	107	69	69	61
FBgn0262116	149	95	95	117
FBgn0262117	251	158	158	179
FBgn0262123	34	24	24	32
FBgn0262124	439	258	258	310
FBgn0262125	844	570	570	319
FBgn0262126	822	573	573	410
FBgn0262127	1149	787	787	368
FBgn0262139	3	3	3	0
FBgn0262140	0	0	0	0
FBgn0262141	2	2	2	3
FBgn0262142	0	0	0	0
FBgn0262143	0	0	0	0
FBgn0262144	0	0	0	0
FBgn0262146	0	0	0	0
FBgn0262148	8	4	4	3
FBgn0262149	0	0	0	0
FBgn0262150	0	0	0	0
FBgn0262160	775	564	564	299
FBgn0262163	0	0	0	2
FBgn0262166	58	53	53	21
FBgn0262167	242	162	162	101
FBgn0262169	12	4	4	13
FBgn0262170	0	0	0	0
FBgn0262351	0	0	0	0
FBgn0262352	0	0	0	0
FBgn0262353	4	2	2	3
FBgn0262354	1	1	1	0
FBgn0262355	0	0	0	0
FBgn0262356	0	0	0	0
FBgn0262357	0	0	0	0
FBgn0262358	0	0	0	0
FBgn0262359	0	0	0	0
FBgn0262360	0	0	0	0
FBgn0262361	0	1	1	0
FBgn0262362	0	0	0	0
FBgn0262363	0	0	0	0
FBgn0262364	5	2	2	6
FBgn0262365	0	0	0	0
FBgn0262366	1	0	0	0
FBgn0262467	94	81	81	55
FBgn0262473	992	678	678	494
FBgn0262475	6	4	4	2
FBgn0262476	1	0	0	0
FBgn0262477	0	0	0	0
FBgn0262478	0	0	0	0
FBgn0262479	0	0	0	0
FBgn0262480	0	0	0	0
FBgn0262481	0	0	0	0
FBgn0262482	0	0	0	1
FBgn0262483	11	9	9	4
FBgn0262484	0	0	0	2
FBgn0262485	0	0	0	0
FBgn0262486	0	0	0	0
FBgn0262487	0	1	1	0
FBgn0262508	11	7	7	9
FBgn0262509	89	56	56	49
FBgn0262510	0	0	0	0
FBgn0262512	139	97	97	74
FBgn0262513	0	0	0	0
FBgn0262514	1	0	0	0
FBgn0262515	710	541	541	304
FBgn0262516	0	0	0	0
FBgn0262517	288	210	210	187
FBgn0262518	309	207	207	128
FBgn0262519	1243	886	886	646
FBgn0262524	39	37	37	15
FBgn0262527	1082	734	734	353
FBgn0262528	0	0	0	0
FBgn0262529	0	0	0	0
FBgn0262530	0	0	0	0
FBgn0262531	0	0	0	2
FBgn0262532	5	1	1	8
FBgn0262533	7	5	5	1
FBgn0262534	115	79	79	117
FBgn0262535	0	0	0	0
FBgn0262536	0	0	0	0
FBgn0262537	2	0	0	0
FBgn0262538	0	1	1	2
FBgn0262539	0	0	0	0
FBgn0262540	0	3	3	2
FBgn0262541	2	0	0	1
FBgn0262542	0	0	0	0
FBgn0262543	0	0	0	0
FBgn0262544	0	0	0	0
FBgn0262546	0	0	0	0
FBgn0262547	0	0	0	0
FBgn0262559	490	371	371	223
FBgn0262560	96	72	72	43
FBgn0262562	1	1	1	2
FBgn0262563	7	7	7	12
FBgn0262564	0	0	0	0
FBgn0262565	0	0	0	1
FBgn0262566	0	0	0	0
FBgn0262567	0	0	0	1
FBgn0262568	0	0	0	0
FBgn0262569	0	0	0	0
FBgn0262570	2	2	2	3
FBgn0262571	0	0	0	0
FBgn0262572	0	0	0	0
FBgn0262574	0	0	0	0
FBgn0262575	0	0	0	0
FBgn0262576	4	3	3	1
FBgn0262577	12	11	11	6
FBgn0262579	1860	1285	1285	536
FBgn0262580	0	0	0	0
FBgn0262581	0	0	0	0
FBgn0262582	2591	1926	1926	723
FBgn0262583	1	0	0	1
FBgn0262587	57	38	38	49
FBgn0262588	24	18	18	26
FBgn0262592	0	0	0	0
FBgn0262593	2	2	2	1
FBgn0262594	0	0	0	0
FBgn0262595	3	0	0	0
FBgn0262598	14	25	25	24
FBgn0262599	2	3	3	1
FBgn0262601	210	151	151	102
FBgn0262604	2	3	3	1
FBgn0262605	0	0	0	0
FBgn0262606	0	2	2	1
FBgn0262607	0	0	0	0
FBgn0262608	2	0	0	0
FBgn0262609	0	1	1	0
FBgn0262610	0	0	0	0
FBgn0262611	0	0	0	0
FBgn0262612	0	0	0	0
FBgn0262613	0	0	0	0
FBgn0262614	965	677	677	505
FBgn0262616	0	0	0	0
FBgn0262617	282	195	195	121
FBgn0262619	209	145	145	89
FBgn0262620	49	28	28	71
FBgn0262621	0	0	0	0
FBgn0262622	0	0	0	0
FBgn0262623	0	0	0	0
FBgn0262624	0	0	0	0
FBgn0262631	9	5	5	1
FBgn0262636	13	4	4	3
FBgn0262647	377	241	241	186
FBgn0262656	694	436	436	301
FBgn0262679	1	2	2	2
FBgn0262680	2	0	0	1
FBgn0262681	1	0	0	0
FBgn0262682	0	0	0	0
FBgn0262683	0	1	1	2
FBgn0262685	0	0	0	0
FBgn0262686	0	0	0	0
FBgn0262687	0	0	0	0
FBgn0262688	0	1	1	0
FBgn0262689	0	0	0	0
FBgn0262690	0	0	0	0
FBgn0262699	111	64	64	54
FBgn0262714	205	147	147	77
FBgn0262716	751	501	501	416
FBgn0262717	0	0	0	1
FBgn0262719	5	4	4	3
FBgn0262721	0	0	0	0
FBgn0262722	0	0	0	0
FBgn0262728	2	0	0	0
FBgn0262730	690	493	493	416
FBgn0262731	4	5	5	10
FBgn0262732	489	361	361	256
FBgn0262733	45	33	33	102
FBgn0262734	1211	871	871	555
FBgn0262736	4676	3196	3196	2437
FBgn0262737	292	198	198	166
FBgn0262738	425	258	258	188
FBgn0262739	1805	1200	1200	817
FBgn0262740	253	210	210	143
FBgn0262741	1	0	0	0
FBgn0262743	894	595	595	638
FBgn0262782	466	322	322	301
FBgn0262786	0	0	0	0
FBgn0262787	0	0	0	0
FBgn0262788	1	0	0	1
FBgn0262789	0	0	0	0
FBgn0262790	0	0	0	0
FBgn0262791	0	0	0	0
FBgn0262794	182	144	144	274
FBgn0262795	0	0	0	0
FBgn0262801	150	119	119	69
FBgn0262806	0	0	0	0
FBgn0262807	0	0	0	0
FBgn0262808	2	0	0	2
FBgn0262810	0	0	0	0
FBgn0262811	0	0	0	0
FBgn0262812	0	0	0	0
FBgn0262813	0	0	0	0
FBgn0262814	0	0	0	0
FBgn0262815	0	0	0	0
FBgn0262816	1	0	0	0
FBgn0262817	118	89	89	65
FBgn0262819	0	0	0	0
FBgn0262820	0	2	2	0
FBgn0262821	0	0	0	1
FBgn0262822	0	0	0	0
FBgn0262823	0	0	0	0
FBgn0262824	0	0	0	0
FBgn0262825	0	1	1	0
FBgn0262827	0	0	0	0
FBgn0262828	0	0	0	1
FBgn0262836	0	0	0	0
FBgn0262837	0	0	0	0
FBgn0262838	0	0	0	0
FBgn0262839	0	0	0	0
FBgn0262840	0	0	0	0
FBgn0262842	0	0	0	0
FBgn0262843	0	0	0	0
FBgn0262844	0	0	0	0
FBgn0262845	0	0	0	0
FBgn0262846	0	0	0	0
FBgn0262847	0	0	0	0
FBgn0262848	0	0	0	1
FBgn0262849	0	0	0	0
FBgn0262850	0	0	0	1
FBgn0262851	0	0	0	0
FBgn0262852	0	0	0	0
FBgn0262853	0	0	0	0
FBgn0262854	0	1	1	0
FBgn0262855	0	0	0	0
FBgn0262856	0	0	0	0
FBgn0262857	0	0	0	0
FBgn0262858	0	0	0	0
FBgn0262866	147	135	135	76
FBgn0262867	1	4	4	0
FBgn0262869	0	0	0	0
FBgn0262870	11	6	6	3
FBgn0262871	189	147	147	86
FBgn0262872	629	470	470	331
FBgn0262873	0	0	0	0
FBgn0262874	0	0	0	0
FBgn0262875	0	0	0	0
FBgn0262876	0	0	0	0
FBgn0262877	0	0	0	0
FBgn0262878	0	0	0	0
FBgn0262879	0	0	0	0
FBgn0262880	0	0	0	1
FBgn0262881	0	0	0	0
FBgn0262882	0	0	0	0
FBgn0262883	1	1	1	1
FBgn0262885	0	0	0	0
FBgn0262886	17	19	19	23
FBgn0262887	84	51	51	48
FBgn0262888	0	0	0	0
FBgn0262889	0	0	0	1
FBgn0262890	7	17	17	2
FBgn0262891	0	0	0	0
FBgn0262892	0	0	0	0
FBgn0262893	4	1	1	0
FBgn0262894	0	0	0	0
FBgn0262895	0	0	0	0
FBgn0262896	0	0	0	0
FBgn0262897	0	0	0	0
FBgn0262898	0	0	0	0
FBgn0262899	0	0	0	1
FBgn0262900	16	7	7	10
FBgn0262901	2	3	3	1
FBgn0262902	5	6	6	5
FBgn0262903	0	0	0	0
FBgn0262904	0	0	0	1
FBgn0262905	0	0	0	0
FBgn0262937	216	171	171	102
FBgn0262943	0	0	0	0
FBgn0262944	0	0	0	0
FBgn0262945	20	17	17	60
FBgn0262947	1	4	4	3
FBgn0262948	1	0	0	0
FBgn0262951	0	0	0	0
FBgn0262952	0	0	0	0
FBgn0262954	78	49	49	50
FBgn0262955	454	310	310	306
FBgn0262960	0	0	0	0
FBgn0262961	0	0	0	0
FBgn0262962	7	4	4	3
FBgn0262963	0	0	0	0
FBgn0262964	0	0	0	0
FBgn0262965	0	0	0	0
FBgn0262966	0	0	0	0
FBgn0262967	7	4	4	1
FBgn0262968	0	0	0	0
FBgn0262969	0	0	0	0
FBgn0262970	48	26	26	16
FBgn0262971	0	0	0	0
FBgn0262972	0	0	0	0
FBgn0262974	0	0	0	0
FBgn0262975	467	315	315	213
FBgn0262976	56	34	34	22
FBgn0262979	3	3	3	1
FBgn0262980	1	0	0	0
FBgn0262981	0	0	0	0
FBgn0262982	0	0	0	0
FBgn0262983	3	1	1	2
FBgn0262984	0	0	0	0
FBgn0262985	0	0	0	1
FBgn0262986	0	0	0	0
FBgn0262987	2	1	1	1
FBgn0262988	0	0	0	0
FBgn0262989	0	0	0	0
FBgn0262990	0	0	0	0
FBgn0262991	0	0	0	1
FBgn0262992	0	0	0	0
FBgn0262993	22	27	27	10
FBgn0262994	0	0	0	0
FBgn0262995	0	0	0	0
FBgn0262996	0	0	0	0
FBgn0262998	0	0	0	0
FBgn0262999	0	0	0	0
FBgn0263000	0	0	0	0
FBgn0263001	0	0	0	0
FBgn0263002	0	0	0	0
FBgn0263004	0	0	0	0
FBgn0263005	162	100	100	90
FBgn0263006	2009	1452	1452	880
FBgn0263018	0	0	0	0
FBgn0263019	2	0	0	3
FBgn0263020	0	0	0	0
FBgn0263021	0	0	0	0
FBgn0263022	0	0	0	0
FBgn0263023	1	0	0	0
FBgn0263024	0	0	0	0
FBgn0263025	22	17	17	15
FBgn0263026	1	0	0	0
FBgn0263027	2	2	2	2
FBgn0263029	0	0	0	0
FBgn0263030	0	0	0	0
FBgn0263031	0	0	0	0
FBgn0263032	0	0	0	0
FBgn0263033	0	0	0	0
FBgn0263034	0	0	0	0
FBgn0263035	0	0	0	0
FBgn0263036	0	0	0	0
FBgn0263037	0	0	0	0
FBgn0263038	3	0	0	0
FBgn0263040	3	3	3	0
FBgn0263041	24	22	22	7
FBgn0263042	16	10	10	3
FBgn0263046	0	0	0	0
FBgn0263047	17	2	2	9
FBgn0263048	57	25	25	39
FBgn0263049	0	0	0	0
FBgn0263050	0	0	0	0
FBgn0263051	0	0	0	0
FBgn0263072	2	1	1	1
FBgn0263076	0	0	0	0
FBgn0263077	403	331	331	154
FBgn0263078	0	0	0	0
FBgn0263079	8	10	10	4
FBgn0263080	1	0	0	0
FBgn0263081	0	1	1	1
FBgn0263082	0	0	0	0
FBgn0263083	0	0	0	0
FBgn0263084	0	0	0	0
FBgn0263085	0	0	0	0
FBgn0263086	0	0	0	0
FBgn0263087	0	0	0	0
FBgn0263088	0	0	0	1
FBgn0263089	0	0	0	0
FBgn0263090	0	0	0	0
FBgn0263091	1	3	3	1
FBgn0263092	0	0	0	0
FBgn0263093	4	3	3	1
FBgn0263094	0	0	0	0
FBgn0263095	3	3	3	3
FBgn0263096	0	0	0	0
FBgn0263102	982	616	616	422
FBgn0263106	621	432	432	267
FBgn0263108	904	624	624	392
FBgn0263109	0	0	0	1
FBgn0263110	423	309	309	201
FBgn0263111	159	111	111	118
FBgn0263112	148	98	98	115
FBgn0263113	26	17	17	16
FBgn0263114	0	0	0	0
FBgn0263116	0	0	0	0
FBgn0263117	0	0	0	0
FBgn0263118	86	62	62	63
FBgn0263120	1120	691	691	576
FBgn0263121	8	7	7	7
FBgn0263130	1	0	0	0
FBgn0263131	0	0	0	0
FBgn0263132	18	9	9	6
FBgn0263133	75	67	67	37
FBgn0263143	75	60	60	50
FBgn0263144	809	547	547	305
FBgn0263197	1271	874	874	440
FBgn0263198	490	345	345	211
FBgn0263199	130	91	91	76
FBgn0263200	155	113	113	45
FBgn0263201	0	0	0	0
FBgn0263206	1	0	0	1
FBgn0263207	0	0	0	0
FBgn0263208	0	0	0	0
FBgn0263209	0	0	0	0
FBgn0263210	0	0	0	0
FBgn0263211	0	0	0	0
FBgn0263212	0	0	0	0
FBgn0263213	0	0	0	0
FBgn0263214	0	0	0	0
FBgn0263215	0	0	0	0
FBgn0263216	0	0	0	0
FBgn0263217	0	0	0	0
FBgn0263219	1	1	1	1
FBgn0263220	157	107	107	70
FBgn0263231	1691	1231	1231	693
FBgn0263232	50	34	34	82
FBgn0263233	0	0	0	0
FBgn0263234	1	0	0	0
FBgn0263235	0	0	0	0
FBgn0263236	8	8	8	4
FBgn0263237	103	73	73	38
FBgn0263239	0	0	0	0
FBgn0263240	83	49	49	28
FBgn0263241	71	40	40	40
FBgn0263246	0	0	0	0
FBgn0263247	0	0	0	0
FBgn0263248	0	0	0	0
FBgn0263249	0	0	0	0
FBgn0263250	0	0	0	0
FBgn0263251	0	0	0	0
FBgn0263256	28	16	16	22
FBgn0263257	32	17	17	9
FBgn0263258	8	7	7	8
FBgn0263260	361	242	242	160
FBgn0263270	0	0	0	0
FBgn0263271	0	0	0	0
FBgn0263278	118	60	60	34
FBgn0263289	1265	828	828	677
FBgn0263290	1	1	1	0
FBgn0263314	0	0	0	0
FBgn0263316	974	734	734	473
FBgn0263320	1	0	0	1
FBgn0263321	0	0	0	1
FBgn0263322	0	0	0	0
FBgn0263323	0	0	0	0
FBgn0263324	0	0	0	0
FBgn0263325	0	0	0	0
FBgn0263326	0	0	0	0
FBgn0263327	0	0	0	0
FBgn0263328	0	0	0	0
FBgn0263329	0	0	0	1
FBgn0263330	0	0	0	0
FBgn0263331	0	0	0	0
FBgn0263332	0	0	0	0
FBgn0263333	0	0	0	0
FBgn0263334	0	0	0	0
FBgn0263335	0	0	0	0
FBgn0263336	52	27	27	14
FBgn0263337	0	0	0	0
FBgn0263338	1	0	0	0
FBgn0263339	0	0	0	0
FBgn0263340	0	0	0	0
FBgn0263341	0	0	0	0
FBgn0263342	0	0	0	0
FBgn0263343	0	0	0	0
FBgn0263344	0	0	0	0
FBgn0263345	1	0	0	1
FBgn0263346	550	397	397	253
FBgn0263351	317	230	230	121
FBgn0263352	1737	1184	1184	1062
FBgn0263353	2	1	1	3
FBgn0263354	0	0	0	0
FBgn0263355	257	168	168	63
FBgn0263376	0	0	0	0
FBgn0263377	0	0	0	0
FBgn0263378	0	0	0	0
FBgn0263379	0	0	0	0
FBgn0263380	0	1	1	0
FBgn0263381	0	0	0	0
FBgn0263382	0	0	0	0
FBgn0263383	0	0	0	0
FBgn0263384	0	0	0	1
FBgn0263385	0	0	0	0
FBgn0263386	0	0	0	0
FBgn0263387	0	0	0	0
FBgn0263388	0	0	0	0
FBgn0263389	0	0	0	0
FBgn0263390	0	3	3	0
FBgn0263391	1029	738	738	540
FBgn0263392	1574	1113	1113	473
FBgn0263395	488	323	323	229
FBgn0263396	3089	2185	2185	1644
FBgn0263397	26	12	12	17
FBgn0263398	124	54	54	58
FBgn0263399	0	0	0	0
FBgn0263400	0	0	0	1
FBgn0263401	0	0	0	0
FBgn0263402	0	0	0	0
FBgn0263403	0	0	0	0
FBgn0263404	0	0	0	0
FBgn0263405	0	0	0	0
FBgn0263406	0	0	0	0
FBgn0263407	0	0	0	0
FBgn0263408	0	0	0	0
FBgn0263409	0	0	0	0
FBgn0263410	0	0	0	0
FBgn0263411	0	0	0	0
